id,title,vegetarian,vegan,dairyFree,veryHealthy,veryPopular,lowFodmap,ketogenic,image,aggregateLikes,healthScore,percentProtein,percentFat,percentCarbs,dishTypes,ingredients,calories,Fat_g,Saturated Fat_g,Carbohydrates_g,Sugar_g,Cholesterol_mg,Sodium_mg,Protein_g,Vitamin B3_mg,Iron_mg,Vitamin B2_mg,Calcium_mg,Vitamin B1_mg,Potassium_mg,Zinc_mg,Magnesium_mg,Vitamin B12_µg,Vitamin B5_mg,Vitamin E_mg,Fiber_g,Vitamin A_IU,Vitamin C_mg,Alcohol_g
442,Roasted Garlic And Caramelized Onion Tart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/442-556x370.jpg,0,1,8.2,59.77,32.03,snack,"all purpose flour,anchovy,egg white,garlic,goat cheese,herbs de provence,olive oil,onion,parmesan cheese,pie dough round,salt,salt and pepper,sugar,butter,walnuts,water",236.46,15.82,7.38,19.08,0.77,24.11,406.31,4.88,1.29,1.28,0.14,48.72,0.16,72.34,0.39,12.77,0,0.21,0.5,1.09,304,1.46,0
443,French Onion Tart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/443-556x370.jpg,1,1,14.07,41.23,44.7,appetizers,"anchovies,black olives,onions,parmesan,piecrust",36.56,1.69,0.62,4.13,0.92,1.81,55.54,1.3,0.34,0.22,0.02,25,0.02,42.25,0,4.06,0,0,0,0.5,0,1.57,0
444,Roasted Halibut with Fennel and Croutons,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/444-556x370.jpg,0,24,48.33,37.7,13.97,"lunch,main_dish,dinner","anchovy,cod fillets,fennel bulbs,fennel seeds,italian bread,olive oil,salt and pepper",359.78,14.94,3.13,12.46,2.16,99.32,406.84,43.1,6.19,2.11,0.2,104.23,0.2,1456.34,1.34,96.81,2.08,0.64,2.98,4.07,249.67,16.41,0
445,Caesar Wrap With Tofu Croutons And Broccoli,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/445-556x370.jpg,11,30,8.54,68.7,22.76,snack,"anchovies,broccoli,caesar dressing,egg yolk,garlic,lemon juice,lemon zest,olive oil,parmesan cheese,bell pepper,romaine lettuce,safflower oil,salt,tofu,whole wheat wraps",676.73,52.94,9.13,39.47,9.52,66.91,1181.47,14.8,1.86,4.13,0.32,344.73,0.22,805.27,1.34,53,0.25,1.09,10.08,10.05,16560.04,168.89,0
446,Pasta Puttanesca,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/446-556x370.jpg,55,28,13.03,16.79,70.18,snack,"anchovies,basil,brown sugar,canned tomatoes,capers,garlic,kalamata olives,olive oil,pasta,red pepper flakes,yellow onion",291.77,5.53,0.81,51.99,7.04,0.9,276.22,9.65,2.45,2.24,0.1,57.7,0.14,449.11,1.14,53.49,0,0.55,2.08,4.16,291.65,10.4,0
447,"Tuna, Tomato And Olive Sandwich (pan Bagnat)",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/447-556x370.jpg,1,25,45.88,50.64,3.48,appetizers,"anchovy,butter,green bell pepper,hard cooked eggs,oil packed tuna,olive oil,olives,red wine vinegar,round steak,tomatoes",157.31,8.67,1.96,1.34,0.76,66.12,140.59,17.68,5.71,1.74,0.16,27.28,0.08,313.32,2.83,23.06,1.4,0.58,1.14,0.52,357.3,8.78,0
448,"Favas, bean, Peas And Zucchini Ribbons",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/448-556x370.jpg,4,11,20.58,32.47,46.95,appetizers,"anchovy,baby corn,favabean,fresh basil leaves,garlic cloves,lemon juice,olive oil,parmigiano reggiano cheese,peas,pepper,salt,zucchini",58.9,2.21,0.47,7.18,1.64,1.56,86.82,3.15,0.71,0.61,0.06,28.6,0.06,143.62,0.47,17.72,0,0.13,0.29,1.91,147.15,7.95,0
449,Roasted Cherry Tomato Puttanesca,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/449-556x370.jpg,65,25,7.23,58.75,34.02,snack,"anchovy,capers,cherry tomatoes,fresh parsley,garlic cloves,kalamata olives,olive oil,oregano,red pepper flakes,salt,shallots,sugar",175.18,12.32,1.73,16.05,9.06,0.6,759.41,3.41,1.64,2.73,0.09,67.45,0.1,607.19,0.52,34,0,0.38,3.6,3.4,1470.17,58.57,0
450,Pan-roasted Salmon With Purple Sprouting Broccoli And Anchovy-r,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/450-556x370.jpg,90,100,36.43,53.4,10.17,"lunch,main_dish,dinner","anchovy,bell pepper,broccoli,extra virgin olive oil,juice of lemon,olive oil,rosemary,salmon,sea-salt",868.08,51.72,7.59,22.16,7.76,199,450.41,79.37,31.87,5.7,1.7,194.86,1,2706.04,3.74,169.26,10.94,7.47,7.28,8.13,4038.56,323.97,0
451,Lamb Verde,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/451-556x370.jpg,18,12,16.72,82.64,0.64,"lunch,main_dish,dinner","anchovies,capers,chives,dijon mustard,egg yolk,garlic,parsley,rack of lamb,rock salt",642.06,58.35,25.5,1.02,0.11,163.1,320.15,26.57,11.28,2.85,0.36,48.37,0.2,365.16,4.76,38.12,3.57,1.19,0.49,0.38,115.36,1.45,0
452,Cauliflower Cannelloni,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/452-556x370.jpg,0,69,14.78,67.07,18.15,"lunch,main_dish,dinner","anchovies,broccoflower,broccoli,cauliflower,cream,dried basil,extra virgin olive oil,fresh basil leaves,garlic cloves,ground pepper,mozzarella,red chili flakes,red wine vinegar,sea salt,shells,tomato ,plus",1107.06,85.66,44.61,52.15,22.68,255.9,3009.62,42.46,6.73,7.18,1.01,838.92,0.36,2431.81,5.74,158.1,2.83,3.57,10.85,13.56,5755.44,234.44,0
453,Pissaladière Tartlets,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/453-556x370.jpg,0,5,8.63,20.36,71.01,snack,"balsamic vinegar,canned anchovy,fresh thyme,fresh thyme leaves,olive oil,olives,onion,salt,white bread",76.27,1.8,0.29,14.1,6.52,0.21,113.78,1.71,0.27,0.43,0.04,38.1,0.07,205.81,0.25,15.08,0,0.17,0.31,2.42,0,10.2,0
454,Pasta Puttanesca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/454-556x370.jpg,0,12,12.46,41.01,46.53,snack,"anchovy,canned tomatoes,capers,crushed red pepper,fettuccine,fresh parsley,garlic cloves,kalamata olives,olive oil,parmesan cheese,water",411.41,19.18,3.88,48.94,5.29,54.25,771.65,13.11,2.85,2.74,0.14,200.19,0.18,447.78,1.77,74.08,0.27,0.84,3.92,4.6,510.79,10.23,0
455,Chicken Puttanesca,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/455-556x370.jpg,0,9,14.63,70.65,14.72,snack,"cherry tomatoes,fresh mozzarella cheese,garlic,kalamata olives,kosher salt,olive oil,oregano leaves,pepper,red chile flakes,boned",208.12,17,5.2,7.97,3.44,22.4,834.44,7.92,0.8,1.62,0.12,193.23,0.06,318.54,1.07,23.29,0.65,0.23,2.86,2.25,918.4,27.62,0
457,Spaghetti Alla Puttanesca,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/457-556x370.jpg,13,42,12.04,23.75,64.21,"lunch,main_dish,dinner","anchovy,black olives,capers,crushed red pepper,fresh parsley,garlic,kosher salt,olive oil,spaghetti,tomatoes",562.89,14.84,2.14,90.31,6.12,2.4,491.95,16.92,3.24,2.17,0.11,53.67,0.15,555.95,1.9,77.4,0,0.63,2.84,5.6,1097.07,17.43,0
458,Grilled Trout Fillets with Crunchy Pine-nut Lemon Topping,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/458-556x370.jpg,0,35,5.43,71.98,22.59,snack,"bell pepper,flat leaf parsley leaves,garlic,lemon juice,lemon zest,oil packed tuna,olive oil,panko,pine nuts,radicchio,salt,tofu skin",215.2,17.61,2.23,12.44,4.03,0.09,497.2,2.99,1.55,1.21,0.11,29.12,0.14,224.54,0.67,26.38,0,0.32,3.62,2.35,2419.73,100.16,0
459,Pasta Puttanesca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/459-556x370.jpg,0,12,12.46,41.01,46.53,snack,"anchovy,canned tomatoes,capers,crushed red pepper,fettuccine,fresh parsley,garlic cloves,kalamata olives,olive oil,parmesan cheese,water",411.41,19.18,3.88,48.94,5.29,54.25,771.65,13.11,2.85,2.74,0.14,200.19,0.18,447.78,1.77,74.08,0.27,0.84,3.92,4.6,510.79,10.23,0
460,Onion Pissaladière,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/460-556x370.jpg,0,4,10.56,18.17,71.27,snack,"black pepper,canned anchovy,fresh thyme,olive oil,olives,refrigerated pizza dough,vidalia",210.69,4.4,0.76,38.8,13.1,0.85,493.87,5.75,0.49,2.02,0.05,47.56,0.08,249.7,0.3,20.22,0,0.21,0.54,2.81,0,10.4,0
461,Easy Caesar Salad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/461-556x370.jpg,0,26,18.68,41.48,39.84,salad,"anchovy,black pepper,dijon mustard,egg yolk,french bread,garlic cloves,lemon juice,olive oil,parmesan cheese,red wine vinegar,romaine lettuce,salt,water",102.96,4.83,1.49,10.44,1.05,35.15,207.04,4.89,1.13,1.22,0.11,87.47,0.11,160.04,0.49,14.54,0.12,0.25,0.52,1.41,4195.46,3.21,0
462,Cavatappi Niçoise,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/462-556x370.jpg,0,40,23.14,26.44,50.42,"lunch,main_dish,dinner","anchovy,balsamic vinegar,black pepper,capers,cavatappi pasta,extravirgin olive oil,grape tomatoes,haricots verts,olives,red wine vinegar,salt,shallots,solid white tuna packed in water",397.53,11.65,1.89,49.98,5.41,25.5,580.64,22.93,5.42,2.36,0.14,61.46,0.12,510.74,1.37,72.57,0.67,0.52,2.46,4.48,765.13,12.61,0
463,Bagna Cauda Bruschetta,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/463-556x370.jpg,0,12,8.5,47.32,44.18,snack,"baguette,canned anchovy,extravirgin olive oil,fresh flat-leaf parsley,garlic cloves,lemon juice,red bell pepper,salt,zucchini",99.75,5.28,0.81,11.1,1.03,0.21,175.86,2.13,1.07,0.76,0.08,21.96,0.11,95.75,0.27,10.13,0,0.15,0.89,0.93,399.61,17.35,0
464,Osso bucco,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/464-556x370.jpg,1,57,42.93,40.17,16.9,"lunch,main_dish,dinner","anchovy,beef stock,butter,butter,colored sprinkles,flour,garlic,garlic cloves,lemon zest,lemon zest,olive oil,onion,onion,osso buco,parsley,rye meal,salt and pepper,stew meat,stew meat,stew meat,stock,tomato paste,tomato paste,veal,veal",1140.02,50.08,19.42,47.4,23.08,447.21,1935.85,120.42,43.55,8.89,1.54,188.99,0.7,2510.13,22.16,171.84,8.54,6.32,3.73,5.42,1537.52,29.75,0
465,Spaghetti with puttanesca,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/465-556x370.jpg,1,60,14.02,26.32,59.66,"lunch,main_dish,dinner","canned anchovy,capers,extra virgin olive oil,garlic cloves,kalamata olives,parsley,pasta ,red chili,skinned black gram,spaghetti,spaghetti,tomatoes",985.48,29.03,4.05,148.08,13.11,1.02,1269.37,34.8,4.91,7.85,0.21,114.19,0.23,1101.25,2.63,119.54,0,1.17,6.89,19.34,1950.51,38.39,0
466,"Rachael Ray's ""now You'll Be Living A Lot Longer"" Spaghetti",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/466-556x370.jpg,284,52,16.56,33.83,49.61,"lunch,main_dish,dinner","anchovy,egg yolks,extra virgin olive oil,garlic cloves,kale,lemon,nutmeg,pecorino romano cheese,pepper,salt,spaghetti,worcestershire ",751.94,28.31,9.56,93.41,4.39,134.82,704.03,31.18,3.2,3.13,0.32,507.96,0.19,552.22,3.11,97.36,0.62,1.04,2.45,4.5,3537.21,54.64,0
467,Salmon Salsa Verde,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/467-556x370.jpg,0,100,49.04,49.47,1.49,"lunch,main_dish,dinner","anchovies,basil,capers,mint,olive oil,parsley,salmon,watercress",293.38,15.76,2.38,1.07,0.11,95.5,279.6,35.15,14.02,2.15,0.69,58.33,0.4,929.75,1.28,61.58,5.43,2.92,0.93,0.6,1125.86,12.47,0
468,Caesar Salad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/468-556x370.jpg,0,29,12.84,66.43,20.73,salad,"anchovies,bell pepper,croutons,egg,garlic clove,hearts of romaine,bbq ,lemon juice,olive oil,romano cheese,sea salt,tabasco",187.93,14.07,3.02,9.88,4.04,49.82,290.57,6.12,1.69,1.47,0.2,107.02,0.12,343.15,0.73,23.87,0.19,0.56,2.92,2.97,7342.74,98.49,0
469,Home,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/469-556x370.jpg,6,37,57.02,13.89,29.09,"lunch,main_dish,dinner","anchovy paste,basil,bay leaves,clams,dry white wine,dungeness crab,fish,flat leaf parsley,flat leaf parsley,garlic,kosher salt,shrimp,parsnip,onion,oregano,roma tomatoes,sea bass,onions,stewed tomatoes,thyme,water,headgarlic,ribscelery",574.52,7.56,1.92,35.61,15.69,245.86,2344.68,69.81,12.06,7.52,0.32,231.45,0.42,1762.69,2.67,180.75,12.16,2.6,3.62,5.85,823.72,35.34,12.88
470,Open-Faced Tuna Nicoise Sandwich,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/470-556x370.jpg,0,93,38.97,43.11,17.92,"lunch,main_dish,dinner","ahi tuna steaks,anchovy,arugula,bread,capers,fresh rosemary,lemons,olive oil,parsley,salt and pepper",461.93,22.23,4.18,20.78,3.92,67,534.57,45.21,17.19,4.13,0.57,143.34,0.59,739.67,1.69,125.89,16.06,2.34,3.85,3.59,4997.62,39.85,0
471,Piquillo-Pepper Num Pangs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/471-556x370.jpg,0,11,6.2,56.97,36.83,snack,"anchovy,asian fish ,carrots,cider vinegar,cilantro,crushed red pepper,cucumber,lime juice,mayonnaise,olive oil,piquillo peppers,salt and pepper,sriracha ,sub rolls,sugar,thai basil,butter,whole garlic",480.11,30.52,9.59,44.38,10.82,32.98,846.12,7.48,0.96,12.58,0.07,71.41,0.05,282.64,0.42,28.63,0,0.31,3.11,2.89,7409.1,34.84,0
472,Creamy Anchoïade with Crudités,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/472-556x370.jpg,0,6,6.54,92.11,1.35,snack,"anchovies,garlic cloves,olive oil,root vegetables",270.64,28.04,4,0.92,0.07,12.76,23.14,4.48,3,0.89,0.06,35.96,0.02,94.48,0.4,9.57,0.13,0.16,4.01,0,0,0.87,0
473,Pork Ribs with Orange and Tomato Glaze,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/473-556x370.jpg,0,10,29.33,53.85,16.82,"lunch,main_dish,dinner","baby back ribs,bay leaves,black pepper,crushed red pepper,dry white wine,garlic cloves,kosher salt,oil packed sun dried tomatoes,oil-packed anchovies,orange juice,orange marmalade,orange zest,red wine vinegar,rosemary,shallots,tomato paste",393.01,22.18,7.68,15.59,10.92,93.55,1782.3,27.19,10.39,2.05,0.46,82.5,0.65,586.97,3.61,40.58,0.77,1.25,1.04,1.22,469.69,24.31,3.71
474,Chickpea and Pasta Soup,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/474-556x370.jpg,0,100,25.1,28.43,46.47,"lunch,main_dish,dinner","canned chickpeas,canned tomatoes,ditalini,fresh parsley,fresh rosemary,garlic cloves,kale,low sodium chicken broth,olive oil,parmesan cheese,pepper,rosemary,salt",590.91,19.53,6.89,71.84,6.26,20.4,1662.39,38.81,9.17,6.6,0.42,575.89,0.25,1383.93,3.82,138.65,0.83,1.27,1.91,12.57,5694.23,73.5,0
475,Kale Salad With Bagna Cauda Vinaigrette,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/475-556x370.jpg,8,21,13.8,65.55,20.65,salad,"anchovies,capers,garlic cloves,juice of lemon,kale,nuts,olive oil,butter",129.36,10.19,3.53,7.23,0.3,15.54,85.71,4.83,1.8,1.3,0.11,102.74,0.08,349.08,0.64,41.31,0,0.18,0.58,0.52,5803.15,72.73,0
476,Hot Nicoise Salad,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/476-556x370.jpg,0,39,33.27,60.52,6.21,salad,"ahi tuna steaks,cherry tomatoes,coarse salt,eggs,extra virgin olive oil,fresh basil leaves,bean,lemon,oil-packed anchovies,olives,roasted red bell pepper,roasted red bell pepper",502.26,33.83,6.36,7.8,3,228.61,1082.91,41.84,14.35,3.73,0.65,98.35,0.42,676.91,1.84,99.23,13.32,2.41,5.87,2.67,3833.93,30.73,0
477,"Tagliatelle With Purple Sprouting Broccoli, Anchovies And Pecorino",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/477-556x370.jpg,0,3,31.51,57.72,10.77,appetizers,"anchovies,broccoli,garlic clove,olive oil,pecorino,pecorino romano,red chilli,salt and pepper,tagliatelle",130.14,8.31,5.21,3.49,0.36,34.08,364.95,10.2,0,0.33,0.12,324.94,0.02,47.26,0.86,15.09,0.35,0.18,0,0,154.47,3.92,0
478,Italian Tomato Spaghetti,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/478-556x370.jpg,2,4,14.31,11.23,74.46,appetizers,"anchovy fillets,black olives,canned tomatoes,capers,fig spread,fresh parsley,garlic,spaghetti",49.93,0.63,0.1,9.36,1.57,0.86,68.28,1.8,0.52,0.36,0.02,10.27,0.02,64.69,0.2,8.64,0,0,0.26,0.65,54.73,1.54,0
479,Four-Herb Green Goddess Dressing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/479-556x370.jpg,0,2,22.16,51.76,26.08,appetizers,"canned anchovy,fresh chives,fresh parsley leaves,fresh tarragon leaves,garlic clove,greek yogurt,lemon juice,low fat mayonnaise,pepper ,worcestershire ",28.88,1.71,0.28,1.94,0.78,1.9,76.13,1.64,0,0.49,0.05,28.9,0,68.16,0,6.11,0.1,0,0.18,0,277.6,4.58,0
480,Mixed Olive Tapenade,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/480-556x370.jpg,0,0,5.05,82.92,12.03,appetizers,"black pepper,canned anchovy fillets,capers,fresh flat-leaf parsley,fresh thyme,garlic clove,green olives,kalamata olives,lemon rind,oil cured black olives",24.93,2.5,0.34,0.82,0.1,0.38,278.43,0.34,0,0,0,11.52,0,0,0,0,0,0,0.63,0.61,96.73,0.97,0
481,Hearts of Romaine Caesar Salad with Grilled Chicken,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/481-556x370.jpg,0,44,52.38,33.17,14.45,salad,"black pepper,canned anchovy,chicken breasts,croutons,egg,extravirgin olive oil,garlic cloves,kosher salt,lemon juice,parmigiano reggiano cheese,romaine hearts,water",334.53,12.1,3.26,11.86,1.4,166.46,572.31,42.99,18.68,2.4,0.36,146.12,0.26,926.7,1.71,67.29,0.55,2.87,1.14,2.7,8827.02,7.92,0
482,Roasted Red Pepper Bagna Cauda,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/482-556x370.jpg,0,39,8.56,67.57,23.87,snack,"black pepper,canned anchovy fillets,crushed red pepper,fresh parsley,garlic,kosher salt,lemon juice,olive oil,red bell peppers",65.27,4.96,0.7,3.94,2.58,2.27,150.45,1.41,1.13,0.46,0.06,12.18,0.04,148.63,0.23,9.64,0,0.22,1.71,1.32,1931.24,77.69,0
483,Tuna Tonnato with Eggplant Salad,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/483-556x370.jpg,0,36,23.61,47.05,29.34,"lunch,main_dish,dinner","anchovy fillet,bread cubes,capers,eggplant,garlic,grape tomatoes,lemon juice,lemon zest,mayonnaise,mint,olive oil,parsley,red wine vinegar,tuna",368.09,19.84,3.12,27.84,9.81,37.1,484.39,22.41,12.07,3.59,0.24,96.54,0.26,816.06,1.45,70.3,2.19,0.95,2.75,7.53,1299.06,23.59,0
484,Caesar Salad With Toasty Garlic Croutons,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/484-556x370.jpg,1,56,7.87,69.9,22.23,salad,"anchovies,bell pepper,bread,capers,dried basil,dried parsley,extra virgin olive oil,garlic,garlic powder,honey dijon,juice of lemon,mayonnaise,olive oil,parmesan,romaine,sea salt,worcestershire ",623.99,50.51,7.97,36.14,11.17,9.59,558.22,12.79,4.17,7.42,0.5,306.64,0.51,1496.73,1.98,100.53,0.11,1.2,8.13,13.08,43295.97,118.54,0
485,Seriously Italian: Escarole And Walnut Salad With Anchovy Dressing,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/485-556x370.jpg,1,100,6.71,86.63,6.66,snack,"escarole,extra virgin olive oil,garlic clove,goat cheese,juice of lemon,lemon,salt and pepper,walnut pieces",652.29,65.74,10.19,11.38,1.75,8.69,298.15,11.46,1.13,3,0.25,146.81,0.27,662.32,2.58,87.98,0,1.72,6.14,7.48,3455.18,14.41,0
486,"Cook the Book: Deviled Egg Salad with Anchovies, Hot Smoked Paprika, and Tomato",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/486-556x370.jpg,0,11,14.84,53.37,31.79,salad,"anchovies,apple cider vinegar,bread,eggs,garlic clove,kosher salt,mayonnaise,smoked paprika,tomato",395.3,23.43,4.76,31.4,5.69,222.14,531.78,14.65,4.35,3.44,0.44,126.7,0.32,363.77,1.64,42.51,0.55,1.47,1.89,3.3,1081.65,9.01,0
487,The Secret Ingredient (anchovy): Halibut Poached In Olive Oil W,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/487-556x370.jpg,2,68,58.32,39.7,1.98,"lunch,main_dish,dinner","anchovies,basil,caper berries,capers,halibut fillets,herbes de provence,lemon zest,olive oil,olives,olives",707.81,30.63,4.8,3.43,0.47,265.3,1705.42,101.22,36.1,1.88,0.2,100.44,0.29,2381.53,2.14,137,5.88,1.9,7.93,2.87,762.57,1.12,0
489,Marinated Vegetables: Verdure in Scapece,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/489-556x370.jpeg,7,51,8.67,49.75,41.58,snack,"eggplants,garlic cloves,olive oil,oregano,red bell peppers,salt,salt packed anchovy,white wine vinegar,yellow bell peppers,zucchini",125.24,7.43,1.07,13.97,7.46,0,224.51,2.91,1.73,1.27,0.16,46.23,0.11,627.86,0.62,41.5,0,0.65,2.06,5.59,1203.42,110.62,0
491,Red Clam Chowder,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/491-556x370.jpg,0,26,16.41,40.34,43.25,,"anchovy,carrots,celery,clam juice,extra virgin olive oil,garlic,lemon zest,manila clams,onion,pancetta,parsley,red pepper flakes,red wine,salt and pepper,tomatoes",451.26,16.61,2.47,40.08,13.83,23.97,1297.26,15.2,3.18,3.95,0.2,133.35,0.18,1037.29,1.43,74.05,7.76,0.73,4.26,5.34,8695.23,56.93,12.72
493,Caesar Salad with Crispy Tofu Croutons,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/493-556x370.jpg,0,52,20.15,45.03,34.82,salad,"cornstarch,dijon mustard,garlic clove,lemon juice,oil packed tuna,olive oil,parmigiano reggiano cheese,romaine hearts,salt and pepper,silken tofu,tofu,vegetable oil,worcestershire ",256.66,13.06,2.88,22.73,2.45,1.32,256.05,13.15,0.54,2.83,0.1,200.22,0.13,375.12,0.56,30.52,0,0.18,0.97,3.41,9893.24,7.05,0
494,Spiedini Alla Romana,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/494-556x370.jpg,0,23,24.14,45.22,30.64,,"anchovy,capers,coarse salt,dry white wine,eggs,flat-leaf parsley,flour,fresh mozzarella cheese,garlic,juice of lemon,milk,olive oil,parsley,vegetable oil,whole wheat bread",716.2,34.71,17.17,52.91,5.75,294.39,1247.66,41.69,5.6,4.8,0.87,636.64,0.52,424.23,5.13,90.07,2.87,1.68,1.66,4.94,1201.71,7,3.09
496,NYC Vodka Arrabbiata,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/496-556x370.jpg,0,86,8.9,42.97,48.13,snack,"anchovy,bell pepper,canned tomatoes,fresh flat-leaf parsley,garlic cloves,juice of lemon,olive oil,olive oil,red chiles,sea salt,spaghetti,vodka",577.73,27.85,3.89,70.19,9.98,0.8,302.06,12.98,3.56,3.32,0.19,67.95,0.2,694.33,1.67,75.71,0,0.88,6.14,6.11,3566.92,159.74,0
499,Fresh Lettuces and Heirloom Tomatoes with Chèvre Green Goddess Dressing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/499-556x370.jpg,0,23,25.1,44.29,30.61,snack,"anchovy,butter,fresh chives,fresh mint leaves,fresh tarragon leaves,goat cheese,green onions,greens,heirloom tomatoes,kosher salt,lemon juice,parsley leaves",73.35,3.83,2.42,5.96,2.56,8.47,158.69,4.88,0.98,1.53,0.15,77.89,0.06,327.89,0.51,24.63,0.1,0.28,0.4,1.11,1553.01,23.82,0
500,Acciugata Di Renato,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/500-556x370.jpg,0,2,1.32,97.66,1.02,snack,"anchovies,capers,fresh flat-leaf parsley,garlic,kosher salt,olive oil,water",159.29,17.63,2.45,0.42,0.02,1.2,256.82,0.54,0.31,0.28,0,0,0,0,0,0,0,0,2.55,0,88.27,1.66,0
